radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,255,1,18620,24692,0,30.777671,50.939,4831,34,1,1333171988,1357961718,0
GSM,255,1,18620,4691,0,30.80992,50.955794,10165,70,1,1333172102,1357962619,0
GSM,255,3,29200,113,0,31.162486,51.43181,2466,3,1,1333172289,1351292592,0
GSM,255,3,29200,83,0,31.166149,51.4349,2892,4,1,1333172289,1351292592,0
GSM,255,1,18620,26472,0,31.039152,51.313982,17889,21,1,1333172289,1357948959,0
GSM,255,1,18620,26092,0,31.039582,51.319404,7205,7,1,1333172289,1357949260,0
GSM,255,1,18620,26091,0,31.099314,51.366349,3671,6,1,1333172289,1357948659,0
GSM,255,1,18230,4482,0,30.965782,51.029118,69840,94,1,1333172289,1357950759,0
GSM,255,1,18620,26113,0,30.983902,51.269008,11739,29,1,1333172289,1357949859,0
GSM,255,1,18620,26111,0,30.967719,51.25163,12936,34,1,1333172289,1357950459,0
GSM,255,1,18620,26116,0,30.980725,51.261527,10885,10,1,1333172289,1357949259,0
GSM,255,1,18230,26523,0,31.117479,51.349633,24096,36,1,1333172289,1358069625,0
GSM,255,1,18620,26363,0,30.861936,51.093136,11859,34,1,1333172289,1357951657,0
GSM,255,1,18620,26942,0,30.858866,50.951755,16389,31,1,1333172289,1357965461,0
GSM,255,1,18620,4693,0,30.796113,50.947532,5625,42,1,1333172289,1357962619,0
GSM,255,1,18620,24693,0,30.790441,50.948126,5322,43,1,1333172289,1357962019,0
GSM,255,1,18620,13893,0,30.826117,50.956139,9425,74,1,1333172289,1357967581,0
GSM,255,1,18620,24691,0,30.871033,50.941201,11199,22,1,1333172289,1357967881,0
GSM,255,1,18620,4692,0,30.777623,50.942746,4378,24,1,1333179020,1357962019,0
GSM,255,1,18620,26103,0,30.860093,50.949738,10520,70,1,1333179020,1357967881,0
GSM,255,1,18620,13891,0,30.892047,50.945521,18737,60,1,1333179584,1357968181,0
GSM,255,1,18620,13892,0,30.872563,50.942704,13488,58,1,1333184369,1357967881,0
GSM,255,1,18620,26102,0,30.92672,50.935815,14440,33,1,1333184369,1357968181,0
GSM,255,1,18230,26403,0,31.154491,51.113688,45825,62,1,1333186175,1358034240,0
GSM,255,1,18230,26953,0,31.036959,50.919814,7024,24,1,1333186423,1357968481,0
GSM,255,1,18620,26106,0,30.887503,50.945269,8227,34,1,1333187038,1357967581,0
GSM,255,1,18230,4322,0,31.139427,51.001963,58158,134,1,1333187038,1358034840,0
GSM,255,1,18620,26361,0,30.90225,50.983807,11433,4,1,1333187038,1353113013,0
GSM,255,1,18230,26952,0,31.145605,51.030631,54952,98,1,1333187038,1358034240,0
GSM,255,1,18230,14373,0,31.144502,51.011828,57011,128,1,1333187907,1358033639,0
GSM,255,1,18230,26401,0,31.172781,51.079293,49411,78,1,1333188374,1358033941,0
GSM,255,1,18230,26951,0,31.107666,50.913476,15036,41,1,1333188374,1358033341,0
GSM,255,1,18230,4323,0,31.109698,50.921973,20128,87,1,1333188374,1358033040,0
GSM,255,1,18230,24322,0,31.110598,50.907265,10633,77,1,1333188374,1358033640,0
GSM,255,1,18230,24323,0,31.11076,50.922451,9822,21,1,1333188374,1357979183,0
GSM,255,1,18230,14371,0,31.114131,50.911831,17260,77,1,1333189106,1358033040,0
GSM,255,1,18230,14372,0,31.115079,50.907,10542,26,1,1333189716,1358033640,0
GSM,255,1,18230,4321,0,31.120177,50.939055,13631,32,1,1333189716,1357979183,0
GSM,255,1,18230,26923,0,31.172123,51.068831,50410,78,1,1333193808,1358034240,0
GSM,255,1,18230,26553,0,31.11681,51.011684,16963,16,1,1333196658,1356152982,0
GSM,255,1,18230,26551,0,30.982973,50.825008,47426,50,1,1333197306,1343457221,0
GSM,255,1,18230,45983,0,31.011975,50.913716,57486,62,1,1333197536,1357950159,0
GSM,255,1,18230,45982,0,31.17181,51.111638,11751,7,1,1333197611,1343457523,0
GSM,255,1,18230,4481,0,31.055512,50.955635,62614,64,1,1333197857,1356257095,0
GSM,255,1,18230,26552,0,31.151947,51.051408,9318,6,1,1333197903,1343456923,0
GSM,255,1,18230,4483,0,31.01375,50.878454,58993,57,1,1333197903,1343458423,0
GSM,255,1,18230,26173,0,31.178507,51.142044,3258,2,1,1333177794,1333177794,0
GSM,255,1,18230,26992,0,30.978143,50.820209,47660,48,1,1333197903,1343457523,0
GSM,255,1,18230,45981,0,31.185801,51.147998,10075,3,1,1333197903,1343457523,0
GSM,255,1,18230,2643,0,31.256626,51.295992,10746,10,1,1333198148,1343458423,0
GSM,255,1,18230,26522,0,31.13151,51.286276,19619,18,1,1333198470,1357950159,0
GSM,255,1,18230,26521,0,31.339789,51.42718,20169,54,1,1333198787,1358069623,0
GSM,255,1,18230,2642,0,31.228967,51.236654,16017,9,1,1333199249,1343458123,0
GSM,255,1,18230,26993,0,30.992258,50.845927,56497,50,1,1333199249,1343457823,0
GSM,255,1,18620,4682,0,31.297706,51.4836,10566,80,1,1333199249,1358748773,0
GSM,255,1,18230,42953,0,31.337933,51.409148,48626,14,1,1333199249,1358068725,0
GSM,255,1,18620,3662,0,31.244277,51.437705,15163,22,1,1333199249,1358069625,0
GSM,255,1,18620,26835,0,31.295133,51.484524,4115,13,1,1333199383,1358069925,0
GSM,255,1,18620,3622,0,31.307894,51.476327,9489,24,1,1333199575,1357532125,0
GSM,255,1,18620,24671,0,31.348191,51.51332,5014,34,1,1333199945,1358491317,0
GSM,255,1,18620,2715,0,31.311538,51.500748,1609,15,1,1333200006,1357532125,0
GSM,255,1,18620,26597,0,31.310165,51.512711,2717,45,1,1333200232,1358749071,0
GSM,255,1,18620,24673,0,31.318539,51.512245,4068,168,1,1333200309,1358948385,0
GSM,255,1,18620,2476,0,31.316988,51.512539,3170,285,1,1333200564,1358948683,0
GSM,255,1,18620,26412,0,31.386883,51.468346,14569,39,1,1333200602,1358491016,0
GSM,255,1,18620,4672,0,31.323385,51.493298,8902,22,1,1333200602,1358491316,0
GSM,255,1,18620,3612,0,31.319843,51.505334,15313,210,1,1333200602,1358948685,0
GSM,255,1,18620,3661,0,31.296992,51.4525,8585,35,1,1333200602,1358069625,0
GSM,255,1,18620,26604,0,31.314468383789,51.496353149414,1000,1,1,1333179894,1333179894,0
GSM,255,1,18620,23661,0,31.254035,51.475634,4777,11,1,1333200602,1357947457,0
GSM,255,1,18620,46956,0,31.291967,51.493185,2090,13,1,1333200602,1358748473,0
GSM,255,1,18620,26155,0,31.246069,51.473288,5386,5,1,1333200602,1357947459,0
GSM,255,1,18620,2585,0,31.277379,51.483313,2949,2,1,1333200602,1357946851,0
GSM,255,1,18620,26334,0,31.312361,51.504136,1978,15,1,1333200602,1357542918,0
GSM,255,1,18620,26335,0,31.312493,51.500302,1589,16,1,1333200602,1357532125,0
GSM,255,1,18620,2717,0,31.312777,51.507762,1782,13,1,1333200602,1357532424,0
GSM,255,1,18620,2716,0,31.304927,51.496715,2241,19,1,1333200602,1358070225,0
GSM,255,1,18620,2525,0,31.334338,51.509442,3551,17,1,1333200602,1358491316,0
GSM,255,1,18620,2226,0,31.352916,51.515844,4586,21,1,1333200602,1358380336,0
GSM,255,1,18620,26598,0,31.304965,51.512614,2429,25,1,1333201963,1358749073,0
GSM,255,1,18620,45617,0,31.316334,51.511624,2852,92,1,1333201963,1358948085,0
GSM,255,1,18620,45615,0,31.318443,51.512437,2937,170,1,1333201963,1358948685,0
GSM,255,1,18620,4673,0,31.318778,51.512617,6821,216,1,1333201963,1358948685,0
GSM,255,1,18620,2475,0,31.31752,51.512307,2895,180,1,1333201963,1358948685,0
GSM,255,1,18620,21515,0,31.300239,51.502129,3638,39,1,1333201963,1358945985,0
GSM,255,1,18620,4452,0,31.058464,51.732593,30325,102,1,1333963109,1354355044,0
GSM,255,3,29200,4051,0,30.98704,51.746141,23707,211,1,1333963113,1354354142,0
GSM,255,1,18620,26231,0,30.962084,51.746704,3340,10,1,1333963343,1354340363,0
GSM,255,1,18620,4453,0,31.065091,51.79233,9230,31,1,1333963343,1354355044,0
GSM,255,3,29200,4022,0,31.054389,51.712972,29911,195,1,1333963343,1349078634,0
GSM,255,3,29200,233,0,31.040267,51.730344,22498,112,1,1333969244,1349079533,0
GSM,255,1,18620,42423,0,30.989762,51.752085,7836,14,1,1333969244,1354353244,0
GSM,255,1,18620,4451,0,31.155407,51.714564,31455,64,1,1333969592,1356565284,0
GSM,255,3,29200,4021,0,31.11831,51.695319,25757,143,1,1333969592,1349079234,0
GSM,255,3,29200,4053,0,30.979542,51.753959,9265,57,1,1333969592,1349077734,0
GSM,255,3,29200,4563,0,30.965425,51.738968,2981,6,1,1333969592,1344659260,0
GSM,255,3,29200,321,0,30.969456,51.744527,8093,35,1,1333985876,1348969114,0
GSM,255,3,29200,1322,0,31.012532,51.783963,5041,7,1,1333986160,1345791077,0
GSM,255,3,29200,4233,0,31.061909,51.738741,17707,76,1,1333986446,1349079234,0
GSM,255,3,29200,4222,0,31.143538,51.738746,10038,16,1,1333986700,1349078934,0
GSM,255,3,29200,4023,0,31.204389,51.636288,22566,63,1,1333986733,1349078634,0
GSM,255,3,29200,4223,0,31.223933,51.624459,22939,62,1,1333987019,1349078934,0
GSM,255,3,29200,1253,0,31.232149,51.596828,14629,31,1,1333987242,1348966714,0
GSM,255,3,29200,4561,0,31.197142,51.660096,12953,13,1,1333987309,1345792577,0
GSM,255,3,29200,18063,0,31.257031,51.549913,6750,6,1,1333987536,1348966414,0
GSM,255,3,29200,133,0,31.25628,51.540129,4079,8,1,1333987563,1349079833,0
GSM,255,3,29200,231,0,31.202418,51.650939,12837,16,1,1333987593,1349079534,0
GSM,255,3,29200,232,0,31.217285,51.624217,10487,19,1,1333987593,1349079534,0
GSM,255,3,29200,1231,0,31.218959,51.62113,15848,21,1,1333987604,1349079471,0
GSM,255,3,29200,18073,0,31.273619,51.525766,5940,12,1,1333987873,1349842110,0
GSM,255,3,29200,1233,0,31.223041,51.613361,11757,10,1,1333987878,1349079534,0
GSM,255,3,29200,1251,0,31.239867,51.583101,8369,6,1,1333987878,1349079534,0
GSM,255,3,29200,10062,0,31.266643,51.537477,8273,18,1,1333988165,1349080734,0
GSM,255,3,29200,18062,0,31.268306,51.545451,7487,8,1,1333988165,1350720751,0
GSM,255,3,29200,8141,0,31.28308,51.517837,2519,14,1,1333988165,1350891331,0
GSM,255,3,29200,1021,0,31.27867,51.498736,4576,15,1,1333989020,1350890731,0
GSM,255,3,29200,8261,0,31.308845,51.503564,3739,32,1,1334040537,1351291092,0
GSM,255,3,29200,62,0,31.310971,51.503408,3217,22,1,1334043143,1349845964,0
GSM,255,3,29200,1053,0,31.320717,51.512627,2767,20,1,1334047705,1351218617,0
GSM,255,3,29200,61,0,31.317974,51.502652,11475,29,1,1334047705,1351218617,0
GSM,255,3,29200,9151,0,31.350995,51.517504,3237,5,1,1334205295,1344135507,0
GSM,255,3,29200,93,0,31.314026,51.518278,3506,28,1,1334205432,1349846264,0
GSM,255,3,29200,10061,0,31.305816,51.530477,6606,13,1,1334205432,1350721049,0
GSM,255,3,29200,1252,0,31.259081,51.568163,10396,14,1,1334205432,1350721051,0
GSM,255,3,29200,9152,0,31.341701,51.511919,4125,6,1,1334205997,1349908177,0
GSM,255,1,18230,2167,0,32.245377,51.763784,7158,38,1,1334315460,1354175022,0
GSM,255,3,29100,2523,0,32.075271606445,51.784744262695,1000,1,1,1334204045,1334204045,0
GSM,255,1,18230,26466,0,32.242927,51.763803,7751,24,1,1334315779,1358402951,0
GSM,255,1,18240,4601,0,32.356854,51.545219,46760,137,1,1334316151,1358484903,0
GSM,255,1,18240,24601,0,32.404053,51.541941,43589,79,1,1334316154,1358408298,0
GSM,255,1,18240,26081,0,32.978225,51.608288,4017,4,1,1334295820,1334295820,0
GSM,255,3,29100,1583,0,32.851181030273,51.61994934082,1000,1,1,1334296120,1334296120,0
GSM,255,1,18240,2741,0,32.733748,51.597988,6073,4,1,1334297020,1334297020,0
GSM,255,1,18230,14271,0,32.373552,51.565264,45345,63,1,1334316402,1358486703,0
GSM,255,1,18240,26391,0,32.322913,51.53845,49193,149,1,1334316402,1358485803,0
GSM,255,1,18240,4603,0,32.213955,51.534571,19133,59,1,1334316402,1358486403,0
GSM,255,1,18240,26673,0,32.478157,51.538005,38622,79,1,1334316402,1358483055,0
GSM,255,1,18240,2185,0,32.478447,51.548457,38395,43,1,1334316402,1352456713,0
GSM,255,1,18240,13753,0,32.982111,51.613549,4106,3,1,1334295822,1334295822,0
GSM,255,1,18240,26082,0,32.982111,51.613549,4106,3,1,1334295822,1334295822,0
GSM,255,1,15020,34463,0,32.95761,51.622701,2328,2,1,1334295822,1334295822,0
GSM,255,3,29100,1582,0,32.851181030273,51.61994934082,1000,1,1,1334296122,1334296122,0
GSM,255,3,29100,583,0,32.851181030273,51.61994934082,1000,1,1,1334296122,1334296122,0
GSM,255,3,29100,8583,0,32.851181030273,51.61994934082,1000,1,1,1334296122,1334296122,0
GSM,255,3,29100,1581,0,32.851181030273,51.61994934082,1000,1,1,1334296122,1334296122,0
GSM,255,1,18240,26083,0,32.726211547852,51.58561706543,1000,1,1,1334296722,1334296722,0
GSM,255,1,18240,26713,0,32.623783,51.53279,9200,2,1,1334316711,1352453750,0
GSM,255,1,18240,2743,0,32.518495,51.529315,5585,8,1,1334317135,1358481758,0
GSM,255,1,18240,4632,0,32.520192,51.491843,9892,35,1,1334317362,1358481758,0
GSM,255,1,18240,26671,0,32.509624,51.508781,16035,43,1,1334317362,1358482755,0
GSM,255,1,18240,4633,0,32.4378,51.511837,18039,68,1,1334317414,1358483055,0
GSM,255,1,18240,4631,0,32.398984,51.550442,11805,12,1,1334317668,1358481458,0
GSM,255,1,18240,26676,0,32.451667,51.519192,13410,26,1,1334317872,1358483055,0
GSM,255,1,18240,26674,0,32.503624,51.5177,5930,35,1,1334317961,1358482453,0
GSM,255,1,18240,26675,0,32.502763,51.498307,17156,29,1,1334318259,1358481758,0
GSM,255,1,18240,26771,0,32.431606,51.496933,14300,28,1,1334318301,1358483355,0
GSM,255,1,18240,42161,0,32.410864,51.5218,12891,14,1,1334318565,1355461225,0
GSM,255,1,18240,24602,0,32.286663,51.524247,18435,61,1,1334318584,1358484603,0
GSM,255,1,18240,26396,0,32.206321,51.525031,10257,33,1,1334318911,1358486103,0
GSM,255,1,18230,26872,0,32.41623,51.522245,14278,11,1,1334319183,1355454841,0
GSM,255,1,18240,26773,0,32.282443,51.52326,9230,7,1,1334319183,1355453694,0
GSM,255,1,18240,26393,0,32.205743,51.526282,13994,46,1,1334320243,1358486103,0
GSM,255,1,18240,26392,0,32.241727,51.525128,17177,72,1,1334320391,1358485803,0
GSM,255,1,18240,26911,0,32.184118,51.521284,28299,11,1,1334320391,1358486103,0
GSM,255,1,18240,2183,0,32.105325,51.539362,13167,7,1,1334320979,1354239269,0
GSM,255,1,18240,2186,0,32.093124389648,51.540298461914,1000,1,1,1334301212,1334301212,0
GSM,255,1,18230,4622,0,31.813886,51.576028,9069,15,1,1334321567,1356591786,0
GSM,255,1,18240,26913,0,31.79245,51.463392,19202,14,1,1334321572,1358486403,0
GSM,255,1,18230,14272,0,31.87564,51.57448,8417,8,1,1334321650,1358487003,0
GSM,255,1,18230,24621,0,31.791811,51.585899,6855,10,1,1334321849,1356591785,0
GSM,255,1,18230,14273,0,31.817818,51.579239,12982,15,1,1334321887,1358489215,0
GSM,255,1,18240,45793,0,31.910084,51.568771,21913,6,1,1334321887,1358487003,0
GSM,255,1,18230,24622,0,31.757006,51.573264,5108,8,1,1334322508,1356591786,0
GSM,255,1,18230,4621,0,31.77904,51.615226,20655,11,1,1334323529,1356591786,0
GSM,255,1,18230,24623,0,31.681667,51.565055,14040,10,1,1334323689,1356592086,0
GSM,255,1,18230,26252,0,31.594842,51.570439,26838,43,1,1334323689,1358490116,0
GSM,255,1,18230,4623,0,31.593303,51.532301,24589,22,1,1334323981,1358381836,0
GSM,255,1,18230,26621,0,31.540506,51.553084,7077,10,1,1334324273,1358490116,0
GSM,255,1,18230,26043,0,31.529739,51.43536,19254,34,1,1334324564,1358489516,0
GSM,255,1,18230,26257,0,31.522987,51.589861,19105,24,1,1334324564,1358490414,0
GSM,255,1,18230,26622,0,31.484451,51.535183,11781,15,1,1334324751,1358490114,0
GSM,255,1,18620,26414,0,31.424452,51.54258,9651,17,1,1334324975,1358490714,0
GSM,255,1,18620,3611,0,31.398223,51.524712,23382,52,1,1334325029,1358491016,0
GSM,255,1,18230,26623,0,31.511732,51.590111,9387,15,1,1334325150,1358490116,0
GSM,255,1,18230,26253,0,31.511724,51.570525,17319,26,1,1334325150,1358490116,0
GSM,255,1,18230,26256,0,31.573377,51.646927,15765,22,1,1334325150,1358490416,0
GSM,255,1,18620,4671,0,31.372857,51.520569,10856,32,1,1334325446,1358491016,0
GSM,255,1,18620,2225,0,31.366193,51.50798,13510,26,1,1334325629,1358491014,0
GSM,255,1,18620,26985,0,31.325606,51.510393,2298,9,1,1334325629,1355353886,0
GSM,255,1,18620,26411,0,31.452255,51.554114,12994,24,1,1334325733,1358491016,0
GSM,255,1,18620,26413,0,31.362794,51.517168,8069,20,1,1334325733,1358491016,0
GSM,255,1,18620,26986,0,31.311034,51.503906,1122,2,1,1334326302,1353032309,0
GSM,255,1,18620,14155,0,31.317336,51.511783,2914,68,1,1334326878,1358948685,0
GSM,255,1,12625,5119,0,34.543625,49.579788,1000,10,1,1459745760,1459745760,0
GSM,255,1,10085,24927,0,36.167265,49.97646,1000,93,1,1459751775,1459751775,0
GSM,255,1,1832,34217,0,30.509719848633,50.488357543945,1000,1,1,1459776696,1459776696,0
GSM,255,1,52012,20517,0,25.466995239258,50.017318725586,1000,1,1,1459776696,1459776696,0
GSM,255,3,10102,29017,0,30.971832,51.736679,1000,2,1,1335103665,1339912432,0
GSM,255,3,29200,10063,0,31.256118,51.55369,7785,20,1,1335107988,1349080134,0
GSM,255,3,29200,1232,0,31.227845,51.604846,8376,10,1,1335108050,1348966714,0
GSM,255,3,29200,8061,0,31.313094,51.501847,1987,11,1,1335252334,1350875503,0
GSM,255,3,29200,8062,0,31.311916,51.50479,2567,7,1,1335254197,1346481109,0
GSM,255,3,29200,9153,0,31.330262,51.516953,1000,2,1,1335234686,1335234686,0
GSM,255,3,29200,8053,0,31.300496,51.538658,10624,5,1,1335254423,1350718717,0
GSM,255,3,29200,9101,0,31.320819,51.511117,3237,24,1,1335254670,1351055865,0
GSM,255,3,29200,8091,0,31.319704,51.520815,2014,16,1,1335255245,1350720517,0
GSM,255,3,29200,8093,0,31.313595,51.519824,1305,22,1,1335255617,1349404395,0
GSM,255,3,29200,53,0,31.312877,51.516521,3623,19,1,1335255617,1350721051,0
GSM,255,3,29200,9043,0,31.312556,51.527304,12136,15,1,1335266025,1350876105,0
GSM,255,3,29200,9011,0,31.314511,51.521545,1651,32,1,1335267024,1350721055,0
GSM,255,3,29200,91,0,31.321441,51.522551,1824,13,1,1335267043,1350720521,0
GSM,255,3,29200,142,0,31.283515,51.493983,9037,11,1,1335538709,1349597065,0
GSM,255,3,29200,223,0,31.243029,51.592721,26023,26,1,1335540160,1348967314,0
GSM,255,3,18620,4452,0,30.953292,51.775132,1000,2,1,1335695600,1342395477,0
GSM,255,1,29200,4563,0,30.969772338867,51.736679077148,1000,1,1,1335521099,1335521099,0
GSM,255,1,18620,26232,0,30.962908,51.745606,2515,4,1,1335696087,1354340363,0
GSM,255,1,18620,2723,0,31.031569,51.743351,24123,18,1,1335696087,1354356244,0
GSM,255,6,10102,29017,0,30.969429,51.735992,1000,4,1,1335698096,1339913332,0
GSM,255,1,10102,29017,0,30.968399047852,51.735305786133,1000,1,1,1335678719,1335678719,0
GSM,255,3,29179,523,0,32.220392,51.75828,8386,18,1,1336133477,1349939695,0
GSM,255,1,18230,24611,0,32.275572,51.77458,12354,22,1,1336133972,1358406500,0
GSM,255,1,18230,26461,0,32.293014,51.769946,13008,19,1,1336133972,1348121862,0
GSM,255,1,18230,26873,0,32.293422,51.644695,22487,14,1,1336134053,1352455814,0
GSM,255,1,18230,26464,0,32.289498,51.777666,7288,6,1,1336134101,1341980976,0
GSM,255,1,18230,26462,0,32.264229,51.766401,13480,33,1,1336134246,1358406800,0
GSM,255,1,18230,26931,0,32.399008,51.806035,4270,4,1,1336136954,1341625925,0
GSM,255,3,29179,1793,0,32.562089,51.895175,26492,23,1,1336136955,1341980074,0
GSM,255,3,29179,10542,0,32.585884,52.160992,11906,74,1,1336137139,1341977674,0
GSM,255,3,29179,593,0,32.561111,51.893463,22698,21,1,1336137141,1341980076,0
GSM,255,3,29179,2541,0,32.632953,51.951313,15108,7,1,1336117003,1336117003,0
GSM,255,3,29179,18541,0,32.591054,52.163942,8801,33,1,1336137401,1341977676,0
GSM,255,3,29179,10541,0,32.592461,52.163135,8671,30,1,1336137555,1341977676,0
GSM,255,3,29179,1542,0,32.596651,52.158446,8086,17,1,1336137830,1450832704,0
GSM,255,3,29179,9542,0,32.583938,52.172012,1000,5,1,1336137830,1341977076,0
GSM,255,3,29179,18542,0,32.577081,52.164534,9473,74,1,1336138001,1341977076,0
GSM,255,3,29179,10543,0,32.577761,52.163362,9346,70,1,1336138246,1450832704,0
GSM,255,3,29179,4173,0,32.612228393555,52.165145874023,1000,1,1,1336286077,1336286077,0
GSM,255,3,29179,842,0,32.656033,52.036614,9406,10,1,1336306874,1459094392,0
GSM,255,3,29179,843,0,32.657886,52.029191,10233,4,1,1336307235,1341978576,0
GSM,255,3,29179,2603,0,32.660056,52.026673,10517,6,1,1336307235,1341978576,0
GSM,255,3,29179,591,0,32.566473,51.88829,15913,8,1,1336307235,1394544306,0
GSM,255,3,29179,841,0,32.654784,52.011567,12191,6,1,1336307569,1341978574,0
GSM,255,3,29179,2551,0,32.63311,52.021511,11184,10,1,1336307784,1459094392,0
GSM,255,3,29179,2602,0,32.643127,51.966019,1000,2,1,1336307784,1341978576,0
GSM,255,3,29179,2593,0,32.626706,51.878367,13363,7,1,1336308196,1409270703,0
GSM,255,3,29179,4083,0,32.628707885742,51.878128051758,1000,1,1,1336288177,1336288177,0
GSM,255,3,29179,592,0,32.496572,51.849854,7167,5,1,1336308471,1341979476,0
GSM,255,3,29179,1792,0,32.521282,51.850691,8668,5,1,1336309019,1341979476,0
GSM,255,3,18230,26931,0,32.354736,51.777878,1000,2,1,1336311005,1341980293,0
GSM,255,1,65334,26461,0,32.281265258789,51.772384643555,1000,1,1,1336289975,1336289975,0
GSM,255,1,18230,26451,0,31.958953,51.809172,12147,55,1,1336311010,1358401751,0
GSM,255,3,29179,1492,0,32.011625,51.777436,13807,30,1,1336311173,1349932477,0
GSM,255,1,18230,26933,0,32.251636,51.726871,5783,7,1,1336311222,1358404224,0
GSM,255,1,18230,26454,0,31.954655,51.813207,10848,43,1,1336311222,1358398464,0
GSM,255,1,18230,26024,0,32.00033,51.784167,7143,14,1,1336311222,1358401451,0
GSM,255,3,29179,831,0,31.956277,51.750854,9040,13,1,1336311550,1453685688,0
GSM,255,3,29179,1493,0,31.955063,51.800093,13593,41,1,1336311588,1349932479,0
GSM,255,3,29179,492,0,31.948299,51.809824,9125,65,1,1336311773,1430346907,0
GSM,255,3,29179,8832,0,31.903758,51.724669,8172,8,1,1336311865,1453685688,0
GSM,255,3,29179,832,0,31.804059,51.657084,16432,11,1,1336312049,1453685688,0
GSM,255,3,29179,833,0,31.892187,51.701963,10639,7,1,1336312049,1453685688,0
GSM,255,3,29179,4513,0,31.900057,51.585496,10631,8,1,1336312440,1485261198,0
GSM,255,3,29200,512,0,31.679802,51.594582,11386,8,1,1336312697,1349909486,0
GSM,255,3,29200,511,0,31.7507,51.577164,7811,6,1,1336312739,1341984300,0
GSM,255,3,29179,4512,0,31.946254,51.565793,10280,2,1,1336313016,1433930146,0
GSM,255,3,29200,2161,0,31.633455,51.559747,8568,7,1,1336313292,1341984900,0
GSM,255,3,29200,4521,0,31.738815307617,51.567764282227,1000,1,1,1336293277,1336293277,0
GSM,255,3,29200,202,0,31.50535,51.55198,3115,2,1,1336294177,1336294177,0
GSM,255,3,29200,1513,0,31.549301147461,51.558151245117,1000,1,1,1336293877,1336293877,0
GSM,255,3,29200,1521,0,31.577454,51.558155,1946,2,1,1336313843,1341984600,0
GSM,255,3,29200,8051,0,31.325454711914,51.511459350586,1000,1,1,1336295077,1336295077,0
GSM,255,3,29200,9112,0,31.283981,51.493881,1635,5,1,1337402673,1351215272,0
GSM,255,3,29200,4231,0,31.123087,51.752346,10203,5,1,1337406147,1348967914,0
GSM,255,3,29200,322,0,30.853307,51.691007,30545,11,1,1337537609,1348969114,0
GSM,255,1,18620,2763,0,31.071654,51.792993,9731,32,1,1337538959,1354355342,0
GSM,255,1,18620,4456,0,31.159988,51.703507,23864,48,1,1337539118,1354355344,0
GSM,255,1,18620,4454,0,31.082491,51.795208,10025,26,1,1337539503,1354355042,0
GSM,255,1,18620,4455,0,31.1317,51.72068,26470,51,1,1337539642,1354355044,0
GSM,255,1,18620,42421,0,31.167847,51.708532,10675,10,1,1337540080,1354355944,0
GSM,255,1,18620,2553,0,31.159956,51.714717,16951,7,1,1337540324,1354355644,0
GSM,255,1,18620,42422,0,31.280026,51.655602,19537,9,1,1337540401,1358381536,0
GSM,255,1,18620,2513,0,31.192996,51.665275,13790,8,1,1337540664,1354356244,0
GSM,255,1,18620,2512,0,31.240799,51.580814,12991,12,1,1337540724,1354356843,0
GSM,255,1,18620,14713,0,31.242161,51.576922,6483,3,1,1337540863,1354329121,0
GSM,255,1,18620,42923,0,31.221113,51.616862,8758,4,1,1337541002,1354356243,0
GSM,255,1,18620,3613,0,31.260206,51.548594,30501,30,1,1337541169,1358744250,0
GSM,255,1,18620,4663,0,31.251153,51.561931,9395,8,1,1337541169,1355291376,0
